State,District,Block,total_recharge_ham,annual_extractable_resource_ham,total_extraction_ham,stage_of_extraction_pct,category
28,520,5621,11457,8887,7252,81.6,Semi-Critical
28,520,5622,19905,17570,7886,44.88,Safe
28,521,5623,12509,10947,6339,57.91,Safe
28,521,5624,19640,16640,8948,53.77,Safe
28,521,5625,14907,13933,5728,41.11,Safe
28,521,5626,9777,7699,5973,77.58,Semi-Critical
28,521,5627,18125,13792,10933,79.27,Semi-Critical
28,521,5628,8854,7649,5115,66.87,Safe
28,521,5629,18365,13768,8097,58.81,Safe
28,521,5630,7491,5833,4995,85.63,Semi-Critical
28,521,5631,15852,11986,5924,49.42,Safe
28,521,5632,19599,14058,10726,76.3,Semi-Critical
28,521,5633,8124,7367,6907,93.76,Critical
28,521,5634,10691,8164,4204,51.49,Safe
28,521,5635,8051,6587,6108,92.73,Critical
28,521,5636,5004,3556,3316,93.25,Critical
28,521,5637,10222,8942,3951,44.18,Safe
28,521,5638,10315,8072,3334,41.3,Safe
28,521,5639,9869,8745,9459,108.16,Over-Exploited
28,521,5640,5876,4719,2526,53.53,Safe
28,521,5641,14183,10622,10361,97.54,Critical
28,521,5642,12027,9961,7902,79.33,Semi-Critical
28,521,5643,9142,6697,3918,58.5,Safe
28,521,5644,11966,9694,4759,49.09,Safe
28,521,5645,12079,9413,7037,74.76,Semi-Critical
28,521,5646,12987,12051,8256,68.51,Safe
28,521,5647,11799,8439,7504,88.92,Semi-Critical
28,521,5648,17556,15335,15839,103.29,Over-Exploited
28,521,5649,9465,7057,6800,96.36,Critical
28,521,5650,5635,4393,2601,59.21,Safe
28,521,5651,18417,14805,15030,101.52,Over-Exploited
28,521,5652,6693,6204,6100,98.32,Critical
28,521,5653,14874,11313,11883,105.04,Over-Exploited
28,521,5654,9752,7049,5082,72.1,Semi-Critical
28,521,5655,13311,10378,9734,93.79,Critical
28,521,5656,5830,4233,3446,81.41,Semi-Critical
28,523,5707,19098,13982,8631,61.73,Safe
28,523,5708,16867,14226,15593,109.61,Over-Exploited
28,523,5709,10177,7278,3106,42.68,Safe
28,523,5710,19262,13632,7001,51.36,Safe
28,523,5711,14561,12793,13110,102.48,Over-Exploited
28,523,5712,13932,11012,4871,44.23,Safe
28,523,5713,13308,9732,9934,102.08,Over-Exploited
28,523,5714,10949,8358,7527,90.06,Critical
28,523,5715,7838,6744,2870,42.56,Safe
28,523,5716,6150,4728,3312,70.05,Semi-Critical
28,523,5717,12560,10344,9600,92.81,Critical
28,523,5718,6931,5062,4090,80.8,Semi-Critical
28,523,5719,14204,12031,12694,105.51,Over-Exploited
28,523,5720,6664,5191,5229,100.73,Over-Exploited
28,523,5721,6081,5209,3296,63.28,Safe
28,523,5722,17921,16166,7424,45.92,Safe
28,523,5723,5512,4701,4987,106.08,Over-Exploited
28,523,5724,16041,12414,9460,76.2,Semi-Critical
28,523,5725,18407,14061,6356,45.2,Safe
28,523,5726,12805,10011,9726,97.15,Critical
28,523,5727,10237,7587,7647,100.79,Over-Exploited
28,523,5728,5559,4143,3511,84.75,Semi-Critical
28,523,5075,8672,7784,5551,71.31,Semi-Critical
28,523,5729,17775,14152,12220,86.35,Semi-Critical
28,523,5730,12404,10034,8977,89.47,Semi-Critical
28,523,5731,18184,15429,15816,102.51,Over-Exploited
28,523,5732,8343,7069,7557,106.9,Over-Exploited
28,523,5733,18500,13261,10078,76.0,Semi-Critical
28,523,5734,9070,8234,7895,95.88,Critical
28,523,5735,17991,13391,14397,107.51,Over-Exploited
28,523,5736,14662,12913,6532,50.58,Safe
28,523,5737,5580,4983,2056,41.26,Safe
28,523,5738,12004,10548,10635,100.82,Over-Exploited
28,523,5739,15486,13081,7020,53.67,Safe
28,523,5740,13130,9238,3969,42.96,Safe
28,523,5741,8147,6436,3295,51.2,Safe
28,523,5742,9249,7872,5265,66.88,Safe
28,523,5743,6679,5322,2945,55.34,Safe
28,523,5744,8506,7790,4780,61.36,Safe
28,523,5746,18284,14210,15385,108.27,Over-Exploited
28,523,5747,12253,9476,8462,89.3,Semi-Critical
28,523,5748,7744,5935,5332,89.84,Semi-Critical
28,523,5745,16548,12960,6042,46.62,Safe
28,523,5749,17237,14467,13200,91.24,Critical
28,523,5750,14435,12655,11611,91.75,Critical
28,523,5751,10188,8819,7600,86.18,Semi-Critical
28,523,5752,16310,14710,8236,55.99,Safe
28,523,5092,18296,16859,11735,69.61,Safe
28,504,4815,7141,6455,6405,99.23,Critical
28,504,4817,19061,13432,11674,86.91,Semi-Critical
28,504,4816,18245,16128,14723,91.29,Critical
28,504,4818,16251,12222,9914,81.12,Semi-Critical
28,504,4819,17740,13007,9296,71.47,Semi-Critical
28,504,4820,18515,15915,14822,93.13,Critical
28,504,4821,16151,12596,5637,44.75,Safe
28,504,4822,15457,11040,9618,87.12,Semi-Critical
28,504,4823,11617,8531,9367,109.8,Over-Exploited
28,504,4824,7479,5237,4954,94.6,Critical
28,504,4825,11484,10631,6414,60.33,Safe
28,504,4826,17838,12596,7487,59.44,Safe
28,504,4827,14827,11155,9671,86.7,Semi-Critical
28,504,4828,18600,14955,15360,102.71,Over-Exploited
28,504,7344,12421,9801,7885,80.45,Semi-Critical
28,504,4829,14949,13871,10669,76.92,Semi-Critical
28,504,4830,9452,6711,3437,51.21,Safe
28,504,4831,15262,12637,11383,90.08,Critical
28,504,4832,10881,9467,8440,89.15,Semi-Critical
28,504,4833,11665,10882,11718,107.68,Over-Exploited
28,504,4834,19069,16305,9948,61.01,Safe
28,504,4835,7849,7071,6572,92.94,Critical
28,504,4836,16443,11854,8343,70.38,Semi-Critical
28,504,4837,12390,9868,7804,79.08,Semi-Critical
28,504,4838,11905,9446,9176,97.14,Critical
28,504,4839,16922,15594,8660,55.53,Safe
28,504,4840,7489,5525,3536,64.0,Safe
28,504,4841,14823,10938,10296,94.13,Critical
28,504,4842,16008,12520,10007,79.93,Semi-Critical
28,504,4843,14207,10138,4711,46.47,Safe
28,504,4844,14540,10841,7600,70.1,Semi-Critical
28,504,4845,9611,9046,7333,81.06,Semi-Critical
28,504,4846,16279,13137,13618,103.66,Over-Exploited
28,504,4847,7839,6725,3577,53.19,Safe
28,504,4848,13527,11924,11496,96.41,Critical
28,504,4849,10878,8612,4232,49.14,Safe
28,504,4850,19593,14436,8222,56.95,Safe
28,504,4851,17784,13367,7623,57.03,Safe
28,504,4852,14087,10964,11120,101.42,Over-Exploited
28,504,4853,11303,9709,5236,53.93,Safe
28,504,4854,16738,13383,12725,95.08,Critical
28,504,4855,5851,4105,2969,72.33,Semi-Critical
28,504,4857,6687,5555,6106,109.92,Over-Exploited
28,504,4856,15123,14070,13892,98.73,Critical
28,504,4858,11833,10685,9806,91.77,Critical
28,504,4859,16938,15350,15495,100.94,Over-Exploited
28,504,4860,7427,6675,5632,84.37,Semi-Critical
28,504,4861,14760,11526,11417,99.05,Critical
28,504,4862,9000,8021,4674,58.27,Safe
28,504,4863,10052,7396,3464,46.84,Safe
28,504,4864,7738,6688,5558,83.1,Semi-Critical
12,628,7069,16690,14359,10112,70.42,Semi-Critical
12,628,2207,10732,7581,5295,69.85,Safe
12,628,2208,10387,9317,7162,76.87,Semi-Critical
12,628,7070,13002,12037,7859,65.29,Safe
12,229,2161,10536,8079,6772,83.82,Semi-Critical
12,229,2162,18479,16688,7032,42.14,Safe
12,229,6816,8913,6422,6928,107.88,Over-Exploited
12,229,2166,6066,5156,5399,104.71,Over-Exploited
12,229,6814,12723,10450,11021,105.46,Over-Exploited
12,229,6815,9380,7846,5143,65.55,Safe
12,229,2167,15636,14565,11248,77.23,Semi-Critical
12,229,6817,9107,8358,8925,106.78,Over-Exploited
12,229,7179,10726,9613,9917,103.16,Over-Exploited
12,230,7027,8373,6434,6132,95.31,Critical
12,230,2169,17161,15924,10910,68.51,Safe
12,230,7028,15738,11400,9063,79.5,Semi-Critical
12,231,2172,13945,12736,12163,95.5,Critical
12,231,7071,7082,5538,3273,59.1,Safe
12,231,2174,15966,11390,9550,83.85,Semi-Critical
12,231,7073,16088,13953,13667,97.95,Critical
12,231,7072,17377,13168,11788,89.52,Semi-Critical
12,231,7345,13967,10627,7817,73.56,Semi-Critical
12,231,2180,11748,9122,7381,80.91,Semi-Critical
12,232,2186,14817,10607,11583,109.2,Over-Exploited
12,232,7053,16261,12102,9940,82.14,Semi-Critical
12,232,7054,5417,3798,3607,94.97,Critical
12,718,6802,13306,10795,9808,90.86,Critical
12,718,2232,13808,9956,8871,89.1,Semi-Critical
12,677,2192,8974,7813,7043,90.14,Critical
12,677,7084,8267,6273,4504,71.8,Semi-Critical
12,677,2197,5825,5451,3989,73.18,Semi-Critical
12,677,7081,12668,11626,8457,72.74,Semi-Critical
12,677,2202,10745,8299,3512,42.32,Safe
12,677,7083,14708,13175,7493,56.87,Safe
12,233,2193,16338,14717,7479,50.82,Safe
12,233,2195,5412,5123,5228,102.05,Over-Exploited
12,233,2196,12543,10654,6312,59.25,Safe
12,233,7082,12587,9068,4505,49.68,Safe
12,233,7079,5728,4935,2387,48.37,Safe
12,233,7080,16540,14162,12604,89.0,Semi-Critical
12,724,2300,12164,10456,4226,40.42,Safe
12,724,7062,16000,12428,9071,72.99,Semi-Critical
12,724,7090,13867,12687,6130,48.32,Safe
12,234,2214,16657,15655,15573,99.48,Critical
12,234,2216,10988,8289,8876,107.08,Over-Exploited
12,666,7029,7504,5418,5803,107.11,Over-Exploited
12,666,6796,7967,5964,4230,70.93,Semi-Critical
12,666,6794,19527,17674,15043,85.11,Semi-Critical
12,666,7030,7786,6767,5547,81.97,Semi-Critical
12,235,7052,6122,5258,3391,64.49,Safe
12,235,2218,9079,7267,5165,71.07,Semi-Critical
12,235,2222,6571,5548,2469,44.5,Safe
12,719,2303,10073,7826,7489,95.69,Critical
12,719,7060,10104,8278,4706,56.85,Safe
12,719,7056,7143,6416,4634,72.23,Semi-Critical
12,236,2225,14879,14065,10357,73.64,Semi-Critical
12,236,7075,11806,11016,8730,79.25,Semi-Critical
12,236,2233,12357,11534,11216,97.24,Critical
12,236,2236,17324,13868,12263,88.43,Semi-Critical
12,678,7150,17043,13927,12034,86.41,Semi-Critical
12,678,7025,8440,7396,5685,76.87,Semi-Critical
12,678,7149,8766,8157,3810,46.71,Safe
12,723,2175,10644,7828,5334,68.14,Safe
12,723,7074,15518,12042,12886,107.01,Over-Exploited
12,237,6812,19552,14367,15758,109.68,Over-Exploited
12,237,6811,7914,6750,6151,91.13,Critical
12,237,2238,9968,7740,4328,55.92,Safe
12,237,6813,10917,8531,4020,47.12,Safe
12,237,6810,18584,13338,9207,69.03,Safe
12,237,2243,17144,13500,13494,99.96,Critical
12,725,7059,19397,17760,16078,90.53,Critical
12,725,2309,13787,10454,10649,101.87,Over-Exploited
12,679,7347,19191,16769,13935,83.1,Semi-Critical
12,679,2305,5728,4911,2412,49.11,Safe
12,679,2189,6365,5829,2800,48.04,Safe
12,679,7346,9492,6958,3017,43.36,Safe
12,679,7055,5698,5381,4288,79.69,Semi-Critical
12,679,2311,12186,10305,5874,57.0,Safe
12,238,2247,19512,18514,16923,91.41,Critical
12,238,6806,18923,17558,15457,88.03,Semi-Critical
12,238,2249,5395,4075,2537,62.26,Safe
12,238,6808,19780,14123,7397,52.38,Safe
12,238,2251,12400,9472,4467,47.16,Safe
12,238,6807,13082,10882,9969,91.61,Critical
12,239,7146,9171,6813,4873,71.53,Semi-Critical
12,239,7145,9360,6943,4349,62.64,Safe
12,239,7077,7502,6118,6115,99.95,Critical
12,239,7078,15011,10632,8670,81.55,Semi-Critical
12,239,7076,5717,4176,3184,76.25,Semi-Critical
12,240,7066,7782,6256,5757,92.02,Critical
12,240,7068,9946,7119,6911,97.08,Critical
12,240,2270,16769,13401,11796,88.02,Semi-Critical
12,240,7067,10486,8582,6076,70.8,Semi-Critical
12,240,2271,13335,10838,7212,66.54,Safe
12,240,2272,9980,9154,8606,94.01,Critical
12,241,6801,16332,13596,10367,76.25,Semi-Critical
12,241,6800,12266,10021,8949,89.3,Semi-Critical
12,241,2276,9491,7618,7795,102.32,Over-Exploited
12,241,2278,12192,11026,11479,104.11,Over-Exploited
12,241,2275,16130,14900,8856,59.44,Safe
12,241,6798,10588,9670,5139,53.14,Safe
12,241,2281,12651,10985,6403,58.29,Safe
12,241,6799,8636,6341,5871,92.59,Critical
12,241,6803,16414,12625,8320,65.9,Safe
12,241,2285,6167,4387,2287,52.13,Safe
12,242,2287,15808,14744,6913,46.89,Safe
12,242,2289,6062,5244,3299,62.91,Safe
12,242,6804,7156,6344,3142,49.53,Safe
12,242,6805,12860,10003,5096,50.94,Safe
12,242,2294,10161,9260,8136,87.86,Semi-Critical
12,243,7058,10305,7882,3261,41.37,Safe
12,243,2299,16174,11328,5463,48.23,Safe
12,243,7061,11541,9164,9082,99.11,Critical
12,243,2307,16486,13892,13773,99.14,Critical
18,739,2489,9729,7974,5027,63.04,Safe
18,739,2491,14348,13135,6062,46.15,Safe
18,739,2494,12330,8955,8001,89.35,Semi-Critical
18,616,2676,10334,8664,5649,65.2,Safe
18,616,2679,13924,11532,4979,43.18,Safe
18,616,2681,9330,7187,3668,51.04,Safe
18,616,2494,13010,11781,5843,49.6,Safe
18,616,2608,11801,10481,8514,81.23,Semi-Critical
18,616,2496,9846,8696,8945,102.86,Over-Exploited
18,616,2683,11731,10781,10297,95.51,Critical
18,616,2686,12241,10780,8436,78.26,Semi-Critical
18,280,2490,5953,4512,3138,69.55,Safe
18,280,2492,7539,6607,5504,83.31,Semi-Critical
18,280,2493,12056,9366,6656,71.07,Semi-Critical
18,280,2495,16516,12561,7188,57.22,Safe
18,280,2497,16493,11846,10370,87.54,Semi-Critical
18,280,2498,6542,5796,5861,101.12,Over-Exploited
18,280,2499,10293,9034,5971,66.09,Safe
18,280,2500,18964,14386,14228,98.9,Critical
18,705,2702,6191,5493,3854,70.16,Semi-Critical
18,705,2704,11313,10514,7159,68.09,Safe
18,705,2706,18704,13597,5708,41.98,Safe
18,705,2708,16185,12270,10879,88.66,Semi-Critical
18,705,2712,11938,10595,10226,96.52,Critical
18,705,2714,7681,5903,5103,86.45,Semi-Critical
18,705,2715,14409,12336,6241,50.59,Safe
18,281,2501,6540,4710,2224,47.22,Safe
18,281,2503,11172,9083,7275,80.09,Semi-Critical
18,281,2504,16428,14535,9899,68.1,Safe
18,281,2506,10541,9187,6434,70.03,Semi-Critical
18,281,2507,15578,14078,15168,107.74,Over-Exploited
18,282,2508,16911,15547,14097,90.67,Critical
18,282,2509,18807,16800,11562,68.82,Safe
18,282,2510,14580,12653,5230,41.33,Safe
18,282,2511,15048,10652,4515,42.39,Safe
18,282,2512,6365,5306,4665,87.92,Semi-Critical
18,282,2513,13691,9712,9580,98.64,Critical
18,282,2514,14872,13414,12010,89.53,Semi-Critical
18,282,2515,13702,10690,7313,68.41,Safe
18,282,2516,12494,10502,4429,42.17,Safe
18,282,2517,9312,7168,7721,107.71,Over-Exploited
18,282,2518,6324,5663,6175,109.04,Over-Exploited
18,282,2519,14347,13222,10373,78.45,Semi-Critical
18,282,2520,15019,12010,5398,44.95,Safe
18,282,2521,8141,7454,5804,77.86,Semi-Critical
18,282,2522,12419,9522,9756,102.46,Over-Exploited
18,708,2696,8486,7074,6196,87.59,Semi-Critical
18,708,2698,6810,6229,5630,90.38,Critical
18,708,2700,11588,9055,4160,45.94,Safe
18,708,2701,7923,7435,3528,47.45,Safe
18,612,2502,10301,7524,3680,48.91,Safe
18,612,2504,15406,10854,11212,103.3,Over-Exploited
18,612,7151,9186,8506,6533,76.8,Semi-Critical
18,612,2505,13905,9972,9514,95.41,Critical
18,283,2523,10977,10405,5001,48.06,Safe
18,283,2527,16794,15750,16527,104.93,Over-Exploited
18,283,2528,17326,12721,12400,97.48,Critical
18,283,6553,16714,13946,7772,55.73,Safe
18,283,2535,9268,6916,6998,101.19,Over-Exploited
18,283,2537,9748,7867,4597,58.43,Safe
18,283,2540,9849,7045,3830,54.36,Safe
18,284,2545,14435,10912,6383,58.5,Safe
18,284,2546,8709,6887,7141,103.69,Over-Exploited
18,284,2547,14273,11556,12028,104.08,Over-Exploited
18,284,2548,18971,17915,11291,63.03,Safe
18,284,2544,11619,10479,9366,89.38,Semi-Critical
18,285,2549,13647,12068,10535,87.3,Semi-Critical
18,285,2550,18116,15113,14577,96.45,Critical
18,285,2551,14086,12818,7787,60.75,Safe
18,285,2552,14576,11439,8660,75.71,Semi-Critical
18,285,2553,15150,13289,11526,86.73,Semi-Critical
18,285,2555,8072,7655,3202,41.83,Safe
18,285,2556,11530,8977,5958,66.37,Safe
18,285,2636,15188,13190,11701,88.71,Semi-Critical
18,285,6559,19683,17932,10343,57.68,Safe
18,285,2557,17477,16235,17377,107.03,Over-Exploited
18,285,2558,5504,4840,2038,42.11,Safe
18,285,2560,6214,4790,5128,107.06,Over-Exploited
18,285,2561,6531,5104,2816,55.17,Safe
18,285,2562,16632,11728,5092,43.42,Safe
18,286,2563,12576,11195,6769,60.46,Safe
18,286,2564,5823,4138,3932,95.02,Critical
18,286,2565,5928,5431,5032,92.65,Critical
18,286,2566,10029,7317,3996,54.61,Safe
18,286,2567,18428,13691,7362,53.77,Safe
18,286,2568,5133,4204,3572,84.97,Semi-Critical
18,286,2569,7105,6284,4528,72.06,Semi-Critical
18,299,2688,8627,6338,6050,95.46,Critical
18,299,2689,17972,14557,6068,41.68,Safe
18,299,2690,11316,9287,7683,82.73,Semi-Critical
18,299,2691,6852,5160,4703,91.14,Critical
18,299,2692,9910,7223,7911,109.53,Over-Exploited
18,287,2570,18460,16782,14686,87.51,Semi-Critical
18,287,2571,9175,7575,4259,56.22,Safe
18,287,2572,16125,11345,5397,47.57,Safe
18,287,2573,16476,14840,12593,84.86,Semi-Critical
18,287,2574,17490,16531,12666,76.62,Semi-Critical
18,287,2575,16003,13626,14026,102.94,Over-Exploited
18,287,2576,10348,8546,7765,90.86,Critical
18,287,2577,18987,17460,13214,75.68,Semi-Critical
18,288,2578,14442,13548,9246,68.25,Safe
18,288,2579,18970,16857,11514,68.3,Safe
18,288,2580,18843,15288,8537,55.84,Safe
18,288,2581,16704,14165,5837,41.21,Safe
18,288,2582,11190,9793,7858,80.24,Semi-Critical
18,288,2583,6256,4683,2569,54.86,Safe
18,288,2584,8376,6799,3711,54.58,Safe
18,288,2585,10645,9659,4711,48.77,Safe
18,289,2586,18454,15938,8490,53.27,Safe
18,289,2587,8486,6812,2876,42.22,Safe
18,289,2588,8584,7432,6480,87.19,Semi-Critical
18,289,2589,14588,10642,7246,68.09,Safe
18,289,2590,16829,13469,10681,79.3,Semi-Critical
18,709,2659,13053,11725,9917,84.58,Semi-Critical
18,709,2660,8330,6290,6797,108.06,Over-Exploited
18,709,2662,7703,5750,2574,44.77,Safe
18,709,2669,13662,12810,8871,69.25,Safe
18,709,2675,13120,9872,5648,57.21,Safe
18,290,2591,12114,9269,6800,73.36,Semi-Critical
18,290,2592,18323,17267,18032,104.43,Over-Exploited
18,290,2593,6353,5614,5090,90.67,Critical
18,290,2594,15975,13976,12066,86.33,Semi-Critical
18,290,2596,16023,14632,10372,70.89,Semi-Critical
18,290,2597,10063,7335,6379,86.97,Semi-Critical
18,291,2599,13549,11875,5019,42.27,Safe
18,291,2600,16211,13389,10850,81.04,Semi-Critical
18,291,2601,12575,11409,8986,78.76,Semi-Critical
18,291,2602,5667,4686,3011,64.26,Safe
18,291,2603,9468,8095,4379,54.1,Safe
18,291,2605,18319,15011,14489,96.52,Critical
18,291,2606,14337,11749,5142,43.77,Safe
18,291,2609,18659,16643,7468,44.87,Safe
18,291,2610,11819,10130,7175,70.83,Semi-Critical
18,291,2611,17377,14914,8602,57.68,Safe
18,291,2612,8719,7084,6530,92.18,Critical
18,291,2613,7745,6449,5442,84.39,Semi-Critical
18,291,2614,12483,11065,10409,94.07,Critical
18,291,2615,5539,5021,3149,62.72,Safe
18,618,6561,15971,13960,12820,91.83,Critical
18,618,2604,9964,9276,9309,100.36,Over-Exploited
18,618,2607,17328,15683,10063,64.17,Safe
18,618,6560,9835,8265,5272,63.79,Safe
18,292,2617,8775,7615,7843,102.99,Over-Exploited
18,292,2619,11042,10286,4472,43.48,Safe
18,292,2620,19837,16956,10938,64.51,Safe
18,292,2621,12102,10966,5297,48.3,Safe
18,292,2622,12312,10738,4513,42.03,Safe
18,292,2624,10320,8647,4141,47.89,Safe
18,292,2625,18216,13852,9722,70.18,Semi-Critical
18,293,2627,11132,8977,7907,88.08,Semi-Critical
18,293,2628,12891,12142,7315,60.25,Safe
18,293,2629,15700,13571,13500,99.48,Critical
18,293,2630,7779,6542,4620,70.62,Semi-Critical
18,293,2631,5924,5528,5957,107.76,Over-Exploited
18,293,2632,16148,13671,14599,106.79,Over-Exploited
18,293,2633,6581,5472,5150,94.12,Critical
18,294,6567,12714,11313,11909,105.27,Over-Exploited
18,294,2550,8324,7309,6541,89.49,Semi-Critical
18,294,2552,17677,13227,13582,102.68,Over-Exploited
18,294,6566,10713,8761,4954,56.55,Safe
18,294,2553,12026,9838,6313,64.17,Safe
18,294,6595,5255,4175,3870,92.69,Critical
18,294,2634,9804,8130,5668,69.72,Safe
18,294,2556,6838,5492,5415,98.6,Critical
18,294,6569,15136,11349,11511,101.43,Over-Exploited
18,294,2635,19785,15889,9689,60.98,Safe
18,294,2636,5009,3596,3511,97.64,Critical
18,294,2637,7871,6642,3374,50.8,Safe
18,294,2638,13989,12777,8099,63.39,Safe
18,294,2558,12409,10936,8339,76.25,Semi-Critical
18,294,6568,12418,9811,5479,55.85,Safe
18,294,2561,18164,13110,10559,80.54,Semi-Critical
18,294,6570,10124,7598,6117,80.51,Semi-Critical
18,295,2640,6015,5030,2740,54.47,Safe
18,295,2641,15016,11288,10802,95.69,Critical
18,295,2642,17661,14764,12433,84.21,Semi-Critical
18,295,2643,16328,12374,7701,62.24,Safe
18,295,2644,7193,6561,3690,56.24,Safe
18,295,2645,13415,10722,10884,101.51,Over-Exploited
18,295,2646,18550,14123,13911,98.5,Critical
18,295,2647,19512,17620,9881,56.08,Safe
18,295,2648,19090,14999,6373,42.49,Safe
18,706,2595,18140,13203,12716,96.31,Critical
18,706,2598,12449,10489,8714,83.08,Semi-Critical
18,296,2649,9158,7742,3643,47.06,Safe
18,296,2650,18528,16280,13205,81.11,Semi-Critical
18,296,2651,8925,6783,4860,71.65,Semi-Critical
18,296,2652,11970,9706,9144,94.21,Critical
18,296,2653,11938,9199,5025,54.63,Safe
18,296,2654,9784,7046,5053,71.71,Semi-Critical
18,296,2655,18772,17254,8788,50.93,Safe
18,297,2656,9000,7939,8496,107.02,Over-Exploited
18,297,2657,6633,5143,4860,94.5,Critical
18,297,2658,15344,13039,11939,91.56,Critical
18,297,2661,12266,9203,8127,88.31,Semi-Critical
18,297,2663,13702,12640,8801,69.63,Safe
18,297,2664,5384,3923,4104,104.61,Over-Exploited
18,297,2665,5404,3787,1708,45.1,Safe
18,297,2666,13175,10875,10464,96.22,Critical
18,297,2667,17805,15059,8292,55.06,Safe
18,297,2668,17763,15005,9405,62.68,Safe
18,297,2670,7000,4995,3814,76.36,Semi-Critical
18,297,2671,15948,12415,11767,94.78,Critical
18,297,2672,14860,12256,12096,98.69,Critical
18,297,2673,10989,8287,6700,80.85,Semi-Critical
18,297,2674,6460,5931,4045,68.2,Safe
18,298,2677,12190,8798,9348,106.25,Over-Exploited
18,298,2678,12140,9977,5712,57.25,Safe
18,298,2680,8636,7537,7251,96.21,Critical
18,298,2682,15916,12182,10091,82.84,Semi-Critical
18,298,2684,9809,8397,5574,66.38,Safe
18,298,2685,9178,8327,3338,40.09,Safe
18,298,2687,18456,13797,9832,71.26,Semi-Critical
18,300,2693,12245,11379,6755,59.36,Safe
18,300,2694,11600,9725,4600,47.3,Safe
18,300,2695,10997,8520,3856,45.26,Safe
18,300,2697,7048,5692,3661,64.32,Safe
18,300,2699,17338,13489,11200,83.03,Semi-Critical
18,301,2703,9780,8618,8499,98.62,Critical
18,301,2705,5716,5139,2715,52.83,Safe
18,301,2707,12939,11751,8193,69.72,Safe
18,301,2709,10565,9999,6743,67.44,Safe
18,301,2710,9544,8568,6506,75.93,Semi-Critical
18,301,2711,9976,8483,8200,96.66,Critical
18,301,2713,17775,13949,10985,78.75,Semi-Critical
18,707,2554,15015,12554,12461,99.26,Critical
18,707,2559,15273,10847,8276,76.3,Semi-Critical
18,707,7482,8419,7460,6137,82.27,Semi-Critical
18,302,2716,19430,15767,11134,70.62,Semi-Critical
18,302,2717,12239,8628,8422,97.61,Critical
18,302,2718,14766,10566,11059,104.67,Over-Exploited
